OBJECTID,Tract_1,CIscore,HazScore,HealthScore,SVscore,CCVscore,Shape__Area,Shape__Length
65,6037297602,8,3,1,2,2,895658.50390625,4510.10899333608
66,6037297601,6,1,1,2,2,1005675.484375,8803.96361597381
67,6037910505,12,3,1,4,4,2396509.1171875,8608.62947751029
68,6037910504,12,2,1,4,5,2347293.3984375,7024.34356639381
69,6037910002,9,1,2,3,3,107315848.074219,50346.6614738663
70,6037901011,9,1,1,2,5,3941208.3359375,7941.09254352969
71,6037901010,9,1,1,3,4,3941494.8828125,7941.30711816339
72,6037901009,10,1,1,3,5,3928398.62890625,7936.61267599638
73,6037900609,10,1,1,4,4,3941279.19921875,9961.23152685863
74,6037502802,17,4,3,5,5,5565089.06640625,13467.9149419971
75,6037460401,5,1,1,2,1,7977609.65234375,32965.225329341
76,6037577504,8,1,1,1,5,826303.8203125,6083.69392212519
77,6037120107,13,1,2,5,5,302052.89453125,2239.80586810123
78,6037120106,15,3,2,5,5,301243.48828125,2239.57776511114
79,6037120104,13,1,2,5,5,664096.15234375,3751.78158787013
80,6037120103,12,1,2,5,4,207132.8125,2079.53843830121
81,6037119342,12,2,2,5,3,321387.32421875,2252.70497379813
82,6037119341,13,3,2,5,3,480396.40234375,3083.88105408037
83,6037117408,15,4,2,5,4,552078.85546875,3045.49474371842
84,6037117407,16,5,2,5,4,292015.94921875,2173.78161477158
85,6037117201,13,4,2,3,4,1157350.33984375,5056.8567200523
86,6037117102,7,1,1,3,2,1523596.4921875,5064.28029646117
87,6037117101,10,3,2,3,2,1147160.8828125,4317.78012558315
88,6037405702,12,3,2,3,4,1975637.4140625,5995.37413538139
89,6037405701,11,3,2,2,4,1520960.22265625,5382.88193849699
90,6037405302,10,2,3,3,2,2622537.51171875,8056.40425651571
91,6037405301,12,3,2,3,4,1216294.24609375,7077.2831269383
92,6037576903,16,5,2,4,5,471160.78125,2912.06511377588
93,6037576302,18,5,3,5,5,469380.28125,2909.43905034021
94,6037576301,19,5,5,4,5,795860.45703125,3581.3160681489
95,6037576001,13,3,3,2,5,4420355.42578125,9050.98201395279
96,6037408003,11,1,4,3,3,2058115.109375,6413.2773478602
97,6037401304,7,2,2,1,2,16939364.1679688,26314.3830997789
98,6037401303,6,1,3,1,1,8635757.65234375,15715.8042319164
99,6037400501,5,1,1,1,2,15945669.4765625,21940.092518589
100,6037400403,7,1,2,2,2,18889093.3398438,20272.0293651537
101,6037302506,13,2,4,3,4,1332315.41015625,5531.94377082812
102,6037404504,13,4,2,4,3,987043.5234375,3974.2384565482
103,6037404202,8,3,1,2,2,951611.0703125,3902.10692049364
104,6037404201,10,3,1,4,2,1360169.91015625,4967.28497761968
105,6037650901,9,4,3,1,1,5137690.46484375,10860.5536188574
106,6037650401,7,3,2,1,1,5105129.8671875,11816.7565356291
107,6037650004,8,1,4,2,1,1114798.73828125,4312.84235325333
108,6037650003,9,2,4,2,1,727233.43359375,3515.85311495228
109,6037621326,6,1,1,2,2,1273467.25,5139.51480202866
110,6037621324,5,1,1,1,2,1112831.0390625,5058.53949323861
111,6037302505,18,5,4,4,5,788026.21484375,5858.90681592059
112,6037433503,16,4,4,4,4,1157894.62890625,4900.97537939156
113,6037406702,12,2,3,3,4,4122743.04296875,8929.54421180022
114,6037900608,11,1,1,4,5,1985690.91015625,5975.97931223154
115,6037900507,11,1,3,3,4,5856764.9140625,9862.10326117425
116,6037900506,10,1,1,4,4,1948128.4453125,5911.16713790417
117,6037900505,12,2,1,4,5,1940127.59765625,5893.25493229665
118,6037900104,10,1,2,4,3,63053057.875,31799.2155338227
119,6037621204,9,2,3,1,3,1465947.70703125,5906.06961460467
120,6037621104,9,5,2,1,1,1373338.7890625,4730.149279928
121,6037621004,6,2,1,1,2,1275186.3203125,5803.70241055102
122,6037620904,7,2,2,1,2,863620.90625,4135.57580152907
123,6037620305,9,3,3,1,2,1833773.6171875,6980.61152278719
124,6037543306,13,4,4,3,2,6550193.9453125,15404.1788883288
125,6037542106,16,4,3,5,4,1327648.3828125,6001.03993189052
126,6037542105,12,1,3,5,3,908313.7578125,4423.6488851629
127,6037900103,8,1,1,4,2,29346387.5546875,23673.0414425066
128,6037800506,4,1,1,1,1,38184990.0078125,35208.9406095746
129,6037800504,5,2,1,1,1,31216909.171875,39745.6605104796
130,6037800410,4,1,1,1,1,54688016.1171875,45466.199760009
131,6037800408,4,1,1,1,1,22579045.5117188,31999.1963882384
132,6037800406,4,1,1,1,1,133435602.945313,70464.1021066356
133,6037800332,4,1,1,1,1,7030187.03515625,12579.7759590512
134,6037800330,4,1,1,1,1,41605284.2578125,44507.8190181114
135,6037800329,5,2,1,1,1,33055408.328125,31190.2921211817
136,6037573601,7,1,1,1,4,5390719.375,11843.419578479
137,6037571504,9,3,2,2,2,2232367.453125,6167.61187296
138,6037571503,9,4,1,2,2,1322973.76171875,5546.64517152312
139,6037570404,13,5,2,4,2,1251094.109375,5714.34068884838
140,6037267404,13,4,5,2,2,415364.4453125,2715.62980898564
141,6037113237,10,4,1,2,3,6958790.42578125,13420.2585668471
142,6037102107,7,2,1,2,2,18951622.5195313,23457.0896018189
143,6037102104,10,3,3,2,2,2434546.6796875,10150.6033993227
144,6037111205,8,3,1,2,2,1702495.44921875,5428.84869671927
145,6037108202,7,1,1,3,2,8800902.73828125,13430.411896014
146,6037106649,10,4,2,2,2,1623789.84375,7647.35798671743
147,6037106646,6,3,1,1,1,2165408.33984375,8642.3904923657
148,6037106406,8,2,1,3,2,3063600.140625,7896.31802706721
149,6037104203,12,2,2,4,4,1039467.53125,4082.24895432569
150,6037265602,9,3,4,1,1,486842.7890625,3415.81475597521
151,6037293306,9,4,2,2,1,908002.2578125,4241.62113023742
152,6037276604,11,3,4,2,2,1217302.828125,5824.16247819601
153,6037276603,8,3,2,1,2,664558.234375,3740.31473759177
154,6037269907,13,5,4,2,2,405330.82421875,2805.95431427901
155,6037269906,14,5,4,2,3,304266.69140625,2746.04101051621
156,6037267901,11,5,4,1,1,1628267.390625,5589.44333170465
157,6037434004,15,2,5,4,4,993422.65625,4383.81055324196
158,6037434003,15,2,5,4,4,1428666.3984375,5928.92558706038
159,6037433504,20,5,5,5,5,1339997.046875,5840.46758862911
160,6037433307,12,3,3,4,2,615892.24609375,4678.20991872164
161,6037104108,13,3,2,4,4,1604275.79296875,6993.08739686666
162,6037402904,12,3,5,3,1,2791339.56640625,7646.70985098874
163,6037402903,16,4,5,5,2,2334489.890625,6262.97192172449
164,6037402804,14,3,4,5,2,1910653.2109375,5940.15230143887
165,6037402803,11,1,4,4,2,919960.75,3897.71035863191
166,6037402706,11,1,5,3,2,1573469.765625,5112.02095885963
167,6037402705,9,1,3,3,2,1263145.1796875,4778.83611662479
168,6037402405,13,3,5,4,1,1307247.3671875,5246.94388946974
169,6037604002,12,4,4,3,1,944938.40625,3808.01132578468
170,6037604001,13,5,3,4,1,964257.6953125,3928.36035823106
171,6037603802,12,5,2,3,2,919567.8515625,3858.33293897211
172,6037433306,12,3,3,4,2,634151.48828125,4471.11059419482
173,6037433305,15,3,3,5,4,741484.89453125,4547.65395854348
174,6037433304,16,3,3,5,5,1157722.38671875,4686.84371930699
175,6037431502,8,2,2,2,2,2986148.390625,8189.87736768607
176,6037431501,14,4,2,4,4,1520553.66015625,5629.76473198265
177,6037430301,5,1,2,1,1,35672877.2695313,31391.8328502025
178,6037430003,4,1,1,1,1,17457456.3671875,27893.127939514
179,6037603801,12,5,2,4,1,969275.53125,3976.82261490776
180,6037603006,11,2,3,2,4,999136.2890625,4023.49612125475
181,6037603005,16,5,4,4,3,946563.9765625,3891.66574754563
182,6037602802,11,1,4,3,3,1949913.58984375,5885.12766326013
183,6037602801,17,3,5,5,4,1833197.7578125,5792.43668423159
184,6037602509,14,5,5,3,1,2981272.59375,8321.36418012032
185,6037602508,15,4,5,4,2,942780.94140625,3883.89237826696
186,6037602302,11,5,4,1,1,2837947.43359375,8302.86054247557
187,6037600304,13,1,5,5,2,653509.9765625,3552.19618018749
188,6037800327,6,2,1,1,2,8290242.61328125,13965.1882243852
189,6037702102,6,1,3,1,1,1281242.11328125,4846.42499498802
190,6037702002,10,3,3,1,3,1442877.11328125,4877.70174647988
191,6037701902,15,5,4,2,4,2369484.3046875,6255.02492177923
192,6037554406,14,5,3,2,4,1601405.8203125,5856.44793034322
193,6037554405,16,5,2,4,5,1113496.00390625,4316.89098511222
194,6037554302,16,4,5,4,3,1034252.46875,4073.95792967508
195,6037554301,15,5,4,4,2,973498.20703125,5227.95167164141
196,6037536104,16,5,5,4,2,2878022.94140625,9627.90291551286
197,6037535002,18,4,5,5,4,701609.09375,3429.93325597798
198,6037535001,16,3,5,5,3,656329.56640625,3260.58604104974
199,6037533806,15,4,5,4,2,1798443.56640625,10516.3196970218
200,6037533805,14,3,4,5,2,629599.6640625,3884.14130277177
201,6037533001,16,2,5,5,4,694799.98828125,4068.42854182569
202,6037102103,8,3,2,2,1,1743840.57421875,6011.91626681166
203,6037295103,9,2,2,1,4,2987115.09765625,9358.50247478107
204,6037275602,6,1,3,1,1,3784444.86328125,10380.5163300877
205,6037275101,10,4,4,1,1,511146.90234375,3779.84177637519
206,6037554204,14,2,2,5,5,951175.5625,4757.3006820673
207,6037554203,14,3,2,4,5,999309.37890625,5070.34187779582
208,6037554105,15,3,2,5,5,491670.734375,3713.69872221371
209,6037554104,14,4,2,3,5,530707.421875,3082.85517226544
210,6037553504,15,4,3,4,4,926610.37890625,5066.18367141825
211,6037241201,13,2,5,4,2,707992.21484375,3741.34711356871
212,6037239801,15,2,5,5,3,538959.84765625,3659.38969767071
213,6037234901,17,4,4,5,4,474429.16796875,2922.59168089883
214,6037214901,13,4,4,2,3,455349.71484375,2724.39027484263
215,6037214503,12,3,4,3,2,342774.84375,2557.07368798106
216,6037212501,17,4,5,4,4,116188.31640625,1402.05038776295
217,6037212102,17,3,5,4,5,202552.87890625,1806.45242371662
218,6037212101,18,5,5,3,5,271476.12890625,2088.52616310768
219,6037211922,20,5,5,5,5,135693.1484375,1531.84019379314
220,6037211804,15,2,5,3,5,271664.6953125,2089.37916490455
221,6037211803,17,5,5,3,4,203803.94140625,1811.38463358342
222,6037211202,19,5,5,4,5,261255.3359375,2048.04963893626
223,6037265201,8,2,3,2,1,644013.19921875,4367.15136543061
224,6037234502,14,3,4,4,3,795187.890625,4287.86341466688
225,6037234501,9,1,3,3,2,1098972.33203125,4688.11582809143
226,6037219901,18,4,5,5,4,770677.0625,3709.5325229953
227,6037214902,15,5,4,2,4,738497.58203125,3599.35093818621
228,6037214502,12,4,4,2,2,372536.8125,2899.17114506462
229,6037212701,14,4,4,3,3,685277.96875,3933.63320180819
230,6037211703,15,2,5,3,5,268862.11328125,2098.69984792612
231,6037208301,16,1,5,5,5,136635.07421875,1907.51681944772
232,6037207502,19,5,5,4,5,609307.03125,3369.78000808891
233,6037207301,18,5,5,3,5,624737.24609375,4486.08622020407
234,6037207102,19,4,5,5,5,607124.9296875,3648.6526049228
235,6037207101,19,4,5,5,5,431672.69921875,2840.6894598876
236,6037402304,19,5,5,5,4,1020276.71484375,5450.48696446061
237,6037211121,17,5,4,3,5,312876.06640625,2795.37566676131
238,6037189201,15,4,4,2,5,476245.29296875,2928.19016632908
239,6037185204,12,1,5,2,4,1413717.64453125,6326.5779451504
240,6037185203,16,4,5,3,4,796331.07421875,4371.11423788478
241,6037208501,19,5,5,5,4,354972.84375,2416.64035286833
242,6037207501,17,5,5,2,5,195316.109375,1800.65548955854
243,6037207302,17,5,5,2,5,370391.3828125,3038.10386244171
244,6037190801,19,5,5,4,5,473610.765625,2922.99035069995
245,6037190402,17,4,5,3,5,231381.04296875,1924.36954056583
246,6037190401,18,4,5,4,5,243184.23828125,1972.66317307187
247,6037190201,19,5,5,4,5,330652.70703125,2548.92612174
248,6037189904,16,3,5,3,5,233012.67578125,1946.67046690357
249,6037408631,10,2,3,3,2,2162094.09375,6097.47163136658
250,6037402303,16,3,4,5,4,1377752.0078125,5024.6519092642
251,6037402002,14,3,5,2,4,2451949.35546875,6532.39494072651
252,6037402001,15,4,5,3,3,2127143.90234375,6822.45180928565
253,6037400404,6,2,2,1,1,23643553.421875,25907.1135989516
254,6037400207,4,1,1,1,1,7944683.5859375,19198.0509970983
255,6037531504,18,3,5,5,5,731111.08984375,3950.55203874666
256,6037531503,19,4,5,5,5,1703216.203125,5344.33093135611
257,6037206031,16,5,5,1,5,6911371.9609375,13644.682678085
258,6037186301,13,2,5,3,3,1699130.47265625,6584.90585096066
259,6037183104,10,2,2,2,4,987483.83984375,5975.82054430331
260,6037311801,14,5,4,2,3,861647.98046875,4395.24124897846
261,6037980028,0,0,5,0,3,25293959.03125,30290.6189922098
262,6037980026,0,2,1,0,1,20399084.421875,37900.6318132166
263,6037408505,9,2,3,2,2,2904694.3046875,8139.27115888494
264,6037408504,10,2,3,3,2,2070536.83984375,6848.10350270951
265,6037406701,9,2,3,2,2,1370737.85546875,5012.832183188
266,6037408141,10,2,3,3,2,1638360.28515625,6318.80017837192
267,6037408140,13,3,3,4,3,1338012,4955.41177240473
268,6037408005,8,1,3,2,2,5383485.6796875,9771.91784177884
269,6037407802,8,1,2,3,2,4571506.04296875,11502.4820785105
270,6037183103,15,3,4,4,4,950863.6640625,7251.41764892425
271,6037127805,12,2,2,4,4,900419.265625,4865.35430942695
272,6037127605,13,1,4,4,4,950292.77734375,3899.34294725005
273,6037125401,18,5,5,3,5,582637.47265625,3729.11353527463
274,6037122122,15,5,4,4,2,1514931.5,5653.30718536817
275,6037120105,12,1,2,4,5,804881.05078125,5806.2132811681
276,6037115103,9,3,1,3,2,2254153.9375,8235.30772349783
277,6037113235,7,1,1,2,3,2108768.01171875,10640.4176287655
278,6037320202,10,2,1,4,3,2368206.5,6834.69629944942
279,6037980025,0,0,4,0,4,4289682.11328125,11064.4055466191
280,6037980024,11,3,5,1,2,12135145.5507813,17052.3863067113
281,6037980023,0,1,1,0,3,7650102.55078125,14667.9323679249
282,6037980022,0,1,1,0,4,9222918.2265625,14994.4305510837
283,6037980021,0,1,2,0,2,10198277.21875,18934.2174637287
284,6037980020,0,0,2,0,1,12511177.7226563,22293.3482444131
285,6037407801,12,2,4,3,3,1561343.328125,4795.25862848245
286,6037407602,10,2,3,3,2,1364560.95703125,4960.03078390958
287,6037407601,13,2,3,4,4,1145054.53515625,4308.57354851938
288,6037407502,10,2,3,3,2,1498670.80078125,5791.34154519634
289,6037407501,11,3,2,4,2,1654494.03515625,6262.82140315842
290,6037406902,12,1,3,3,5,1465675.08984375,5802.747612075
291,6037406901,14,2,3,4,5,1397171.91796875,5972.78518364144
292,6037701402,10,2,4,1,3,1117513.0390625,4671.36810562906
293,6037320201,13,4,1,4,4,1350797.3515625,6062.76533659712
294,6037310602,10,2,2,2,4,1305450.85546875,5130.83441030162
295,6037310601,13,5,4,2,2,1508794.9453125,6919.5260276146
296,6037310501,14,5,4,3,2,2883759.8515625,9203.10649861245
297,6037310202,8,1,2,2,3,1340987.44140625,5025.07291346945
298,6037310201,8,1,2,1,4,1611841.26171875,5142.16540838589
299,6037302504,16,3,4,4,5,552273.87109375,4215.55391261946
300,6037302503,16,2,5,4,5,480392.59765625,3669.38662225385
301,6037302401,19,5,5,4,5,1996010.0078125,6635.42571981577
302,6037980015,9,4,2,2,1,7975463.8046875,13043.6286438987
303,6037430902,13,4,2,3,4,1716917.125,6248.44214904069
304,6037430901,13,4,2,3,4,1710139.5234375,5493.27625652371
305,6037408724,12,1,3,4,4,780200.1484375,3724.1845075936
306,6037408723,9,1,3,3,2,1171421.33203125,5808.06324302079
307,6037408630,13,3,5,3,2,991429.12109375,4648.42504856272
308,6037408139,11,2,3,4,2,1148623.5,4807.4735941682
309,6037408138,10,1,3,4,2,1295299.515625,5841.61649704132
310,6037701304,5,1,2,1,1,2982412.36328125,7818.99978794168
311,6037700802,10,3,4,1,2,1004822.51171875,5555.77233600024
312,6037700801,11,3,4,2,2,2115142.796875,7392.83768788308
313,6037700502,13,3,5,2,3,732913.5625,3977.07658034889
314,6037700501,10,2,5,1,2,867675.5,5547.24882106755
315,6037700101,15,4,5,2,4,985503.38671875,5009.13713711544
316,6037670602,5,1,2,1,1,20680162.234375,34726.2214098058
317,6037670416,4,1,1,1,1,5668567.12890625,10802.7561998924
318,6037302004,15,4,3,3,5,497058.7109375,2844.55002843463
319,6037302003,15,2,4,4,5,345623.03125,2440.63201030841
320,6037301802,15,2,4,4,5,698308.66796875,3480.76395404246
321,6037301801,17,4,5,3,5,1066274.9375,4105.41799713496
322,6037503106,13,2,3,3,5,1342729.03515625,5337.43136512165
323,6037503105,10,2,3,3,2,1620438.203125,6176.41319781318
324,6037503103,9,2,2,3,2,1581157.0546875,5694.02796942747
325,6037502801,11,3,4,2,2,3208479.8125,7303.0529353109
326,6037502005,10,2,3,3,2,1546556.19921875,6005.86146076878
327,6037502004,11,3,3,3,2,1951185.484375,6459.66401387648
328,6037408137,9,1,3,3,2,1203882.9296875,5244.86649834191
329,6037408136,8,1,3,2,2,1479142.04296875,6257.22516803758
330,6037408006,11,3,4,3,1,4841818.8671875,9268.34033306914
331,6037408004,13,4,4,3,2,834709.26171875,4712.23915711506
332,6037404503,10,3,2,3,2,962626.00390625,3940.14002686728
333,6037402406,12,3,3,4,2,1707456.8203125,5283.16620669907
334,6037670328,4,1,1,1,1,5678378.6796875,12817.7079712423
335,6037670326,4,1,1,1,1,6277711.39453125,14421.0876168227
336,6037670324,5,1,2,1,1,7037934.5625,16947.7840890146
337,6037651402,9,4,3,1,1,2651215.55078125,8686.50989369831
338,6037651401,5,1,2,1,1,1463764.94140625,5747.76557436868
339,6037651304,4,1,1,1,1,2177595.8671875,8274.21315973013
340,6037552002,17,5,4,4,4,1028587.14453125,4252.58482275797
341,6037552001,13,3,3,3,4,1168381.4296875,4553.60307276682
342,6037502003,12,4,3,3,2,937272.3125,3924.38953085828
343,6037501804,17,3,5,4,5,771450.75,4101.03783741057
344,6037501803,18,5,5,4,4,859771.59765625,4091.81159977986
345,6037108201,6,1,1,2,2,4125612.01171875,11190.1433997496
346,6037104822,14,4,2,4,4,894447.33984375,5103.55515785615
347,6037104403,14,4,2,4,4,1018219.56640625,5932.96214796969
348,6037278001,10,3,4,2,1,2355012.5703125,9303.36923366985
349,6037265202,11,3,4,2,2,839603.16015625,4244.62345296755
350,6037264102,6,1,3,1,1,573875.91796875,3764.77144027227
351,6037920118,4,1,1,1,1,4366094.453125,11492.8235413601
352,6037920114,5,2,1,1,1,4164685.03515625,13472.4223759086
353,6037900201,11,1,2,3,5,349084403.109375,85438.0330575538
354,6037800203,4,1,1,1,1,15206340.3359375,20784.4172292206
355,6037700102,18,4,5,4,5,715858.6015625,4990.52643959752
356,6037920337,10,3,1,5,1,2421242.69140625,8052.0043745911
357,6037551502,12,3,3,3,3,1605723.9921875,6756.32493811739
358,6037551501,11,3,3,2,3,2132142.23046875,6714.45990213173
359,6037551402,13,4,3,2,4,1693222.34765625,5125.29948118613
360,6037551401,11,3,3,3,2,1077290.8984375,4310.91247397886
361,6037551102,17,4,4,5,4,2453415.80859375,7590.30617902154
362,6037551101,17,4,4,4,5,2452622.32421875,8091.69579962092
363,6037550902,12,1,4,3,4,1417698.1875,5233.47408231274
364,6037550901,17,4,5,3,5,1626105.5625,5570.49257330983
365,6037262704,7,2,3,1,1,2675918.70703125,8670.54426847019
366,6037240401,16,4,5,5,2,1006775.43359375,4157.89958903386
367,6037237102,18,4,5,5,4,669929.51171875,3317.05766122133
368,6037211704,17,4,5,3,5,268609.24609375,2114.23099072995
369,6037211122,18,5,5,4,4,530483.6328125,3041.40432155906
370,6037207103,19,4,5,5,5,473750.078125,3540.06903674792
371,6037194101,8,2,3,1,2,3721469.5625,12335.0547843724
372,6037192001,15,4,4,2,5,775703.60546875,4272.6783633079
373,6037190202,18,5,5,3,5,310271.50390625,2431.63384423812
374,6037189903,15,4,5,1,5,123404.3203125,1527.08644484771
375,6037143604,14,4,4,2,4,822902.0703125,5064.41455700977
376,6037141101,11,2,4,1,4,1114207.67578125,4325.83598669695
377,6037534803,17,2,5,5,5,888170.37890625,5201.51107918168
378,6037533902,17,4,5,5,3,1114427.47265625,5316.70248372725
379,6037534802,14,1,5,4,4,588326.87109375,3216.66627977307
380,6037534406,13,2,4,5,2,567600.453125,3424.01124106455
381,6037534405,16,2,5,5,4,775838.0078125,3879.85244068896
382,6037533703,17,5,5,5,2,1241119.84375,5978.64704220173
383,6037533403,20,5,5,5,5,689894.39453125,4561.98444080795
384,6037533402,18,4,5,5,4,710958.24609375,3605.85185487739
385,6037533300,18,5,5,5,3,506911.22265625,3134.15247128705
386,6037310100,5,1,2,1,1,19345868.3671875,21229.2137982947
387,6037113422,8,2,1,3,2,2243262.61328125,6700.52731024277
388,6037503602,7,2,2,1,2,4798982.06640625,9411.41502352756
389,6037502302,18,5,4,5,4,1094293.61328125,5166.77626082265
390,6037502700,13,2,4,3,4,10157846.90625,16317.5324794064
391,6037502402,12,3,4,3,2,1279387.171875,4726.26598424461
392,6037543321,10,2,4,2,2,7090594.13671875,11004.3136956269
393,6037541500,15,5,3,5,2,1182883.78125,4746.59634905495
394,6037550300,12,4,4,2,2,3688624.2578125,8157.87151756239
395,6037542401,12,2,3,3,4,1878610.796875,5783.42051680055
396,6037543702,10,2,4,3,1,1901434.71875,5539.24821448288
397,6037541100,13,3,4,4,2,1806428.875,5643.996504992
398,6037405500,11,2,3,2,4,2706231.578125,7390.46685436755
399,6037405101,9,2,2,3,2,1640868.4296875,5437.63699956457
400,6037206020,16,5,4,3,4,1272134.609375,4422.26130901353
401,6037206010,19,5,5,4,5,2101193.8359375,7741.36372522814
402,6037207710,17,5,5,2,5,1600719.37109375,6336.76083759961
403,6037207400,19,5,5,4,5,1278454.7265625,5586.28996832799
404,6037206300,19,4,5,5,5,902989.328125,4849.41417042137
405,6037208000,19,5,5,5,4,1411314.30859375,5245.33547536038
406,6037208610,19,5,4,5,5,515161.1796875,3045.19648979658
407,6037208620,18,5,4,4,5,476027.72265625,3020.62040798282
408,6037208710,18,5,5,4,4,246121.71875,2078.83149952773
409,6037208902,20,5,5,5,5,268922.42578125,2084.11314161757
410,6037602600,14,5,4,3,2,2832890.94140625,7776.64278959877
411,6037219800,17,4,4,5,4,649419.8359375,3586.91972029619
412,6037219010,13,2,4,4,3,644662.94140625,3450.94727574018
413,6037218900,15,3,4,4,4,1025815.55078125,4233.55607572606
414,6037220100,13,4,4,3,2,1431072.07421875,6239.00247064254
415,6037219700,15,5,3,3,4,1592255.8828125,6106.81984405207
416,6037221220,18,5,4,5,4,962433.13671875,3876.48506496829
417,6037219020,15,3,4,4,4,1052937.87890625,4134.47500130149
418,6037221110,17,4,4,4,5,342217.578125,2549.05030678509
419,6037221120,19,5,5,4,5,463588.3671875,2770.20573123792
420,6037221302,20,5,5,5,5,677425.84765625,3746.2552631614
421,6037221500,17,5,4,4,4,555690.125,3085.24875280758
422,6037221900,19,5,5,4,5,602223.99609375,3908.28515742781
423,6037221820,15,3,5,3,4,298388.14453125,2149.66263367514
424,6037221810,18,5,4,4,5,443977.0625,2751.66257664662
425,6037222100,15,2,4,4,5,696402.1015625,3857.07270372933
426,6037222200,16,4,4,4,4,704384.6484375,3873.95541721753
427,6037222600,16,3,4,4,5,949346.72265625,3897.60839577196
428,6037536103,16,5,5,4,2,1715131.67578125,6001.37982739785
429,6037533002,17,3,5,5,4,709473.1640625,3408.41112746325
430,6037480304,14,2,2,5,5,634927.46484375,3315.09936801189
431,6037125501,13,4,3,3,3,679842.60546875,3402.30577287888
432,6037125402,15,5,5,1,4,1014436.828125,4087.73698032403
433,6037123901,15,5,4,3,3,1893648.328125,5542.89469981384
434,6037121802,12,4,3,3,2,1393304.87890625,5502.65235263211
435,6037121801,12,3,3,3,3,712019.625,3897.21687392411
436,6037119202,10,2,2,4,2,1422203.5703125,6221.97337211614
437,6037119201,8,1,2,3,2,1395618.5078125,4779.19371611137
438,6037119002,13,3,2,4,4,2486356.5390625,7951.12997112249
439,6037119001,9,2,2,3,2,1575029.27734375,5134.53401496644
440,6037117202,9,2,2,2,3,2664781.6796875,6680.14247948068
441,6037115404,10,5,1,3,1,1400819.828125,4802.84598605576
442,6037115403,12,5,1,4,2,1031488.78125,4101.74721886915
443,6037900803,10,1,1,3,5,3937136.9921875,7925.28627454339
444,6037900805,10,1,1,3,5,3904036.55078125,7902.76984286818
445,6037901007,8,1,1,2,4,7733760.23046875,11711.580641384
446,6037901101,9,1,1,2,5,7727843.09375,11842.4221002319
447,6037900501,11,2,1,4,4,4623288.2265625,8637.27142264394
448,6037901004,8,1,1,2,4,19405355.328125,19688.4714275684
449,6037901102,9,1,1,3,4,7570770.375,11667.6773428924
450,6037920015,4,1,1,1,1,8652908.19921875,14256.7841908791
451,6037104401,13,4,2,4,3,1001355.421875,4588.70410661224
452,6037104620,10,3,1,4,2,779495.6796875,4173.36823339489
453,6037104320,14,3,2,5,4,1778000.125,5394.18506752319
454,6037530902,17,2,5,5,5,759827.6640625,4323.80392735571
455,6037530801,16,3,5,5,3,1123538.39453125,5318.66041071254
456,6037530901,16,4,5,5,2,651015.16015625,3213.70725720618
457,6037531000,17,3,5,5,4,1465564.7421875,5808.37106334537
458,6037531101,18,3,5,5,5,1021777.62109375,4532.18746082584
459,6037531102,18,3,5,5,5,724196.609375,3621.66166806561
460,6037531201,16,2,5,5,4,809649.5625,4098.35771975164
461,6037531202,16,1,5,5,5,647914.54296875,3890.06650014448
462,6037482301,14,3,4,4,3,1284112.80078125,6395.52943585471
463,6037481103,14,1,5,4,4,2049966.3125,6246.5166079985
464,6037482401,12,3,3,4,2,1226071.44921875,4595.46921718368
465,6037482303,15,3,4,5,3,1429169.6171875,5556.86984031266
466,6037482522,12,2,5,3,2,2404684.9453125,7020.41749020473
467,6037530005,14,2,5,3,4,3342585.20703125,11228.2416400263
468,6037403312,12,3,5,2,2,10276698.921875,14439.2640758067
469,6037408704,13,1,3,4,5,1677661.734375,6116.59309417805
470,6037403324,6,1,3,1,1,13646749.1523438,17758.9763811115
471,6037408211,14,2,4,4,4,11483222.2773438,15853.9718389937
472,6037403325,7,2,3,1,1,22892296.7617188,29970.2274532565
473,6037408212,14,2,5,3,4,4171880.84375,8325.19669740118
474,6037408503,8,2,3,2,1,6843281.125,13716.7413866961
475,6037407001,11,3,3,3,2,1604538.19921875,5699.1323224472
476,6037408302,11,3,5,2,1,4920838.5078125,11996.2999518795
477,6037401202,9,2,3,2,2,4651107.7890625,9518.14095234841
478,6037403802,10,2,2,2,4,1908582.7578125,5960.54023315894
479,6037401603,11,1,4,2,4,2828549.42578125,6917.604433602
480,6037403901,10,4,2,2,2,1847359.8828125,6239.79980308992
481,6037404901,9,2,2,3,2,1668751.421875,5367.55423761721
482,6037405900,11,4,1,3,3,1929056.26953125,5863.13209293668
483,6037405002,9,2,2,3,2,1300769.91796875,4691.81860605941
484,6037405102,14,3,2,5,4,1399945.29296875,5818.91449931756
485,6037183820,18,5,5,4,4,451469.71875,3839.73424838384
486,6037185100,14,4,4,2,4,3335631.4140625,9358.71161177251
487,6037185202,12,2,4,3,3,1765869.859375,6361.22602054324
488,6037185310,16,4,4,4,4,616916.9609375,4473.70386662918
489,6037186100,14,3,5,2,4,1964956.54296875,8055.16165638587
490,6037183220,15,3,3,4,5,783373.70703125,4904.65913206556
491,6037533202,17,5,5,5,2,479232.00390625,3260.34418201861
492,6037533502,17,4,5,4,4,340603.7109375,2375.5682494215
493,6037533201,19,5,5,5,4,545107.4921875,3435.05530489843
494,6037533503,18,5,5,5,3,254197.49609375,2145.38438604913
495,6037533702,16,5,4,5,2,472697.875,2793.48631293635
496,6037533803,18,4,5,5,4,1144925.0703125,5664.79362628036
